country,subj_id,gender,age,experimenter,location,character_cat,character_orig,target,sequence,trial,question_cat,question,clarification,response_orig,response_cat,response
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,15,universal,pray,like when you pray,no,no,0
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,16,universal,hear things,like when you hear a noise,no,no,0
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,17,universal,get hungry,like when you feel like you need to eat something,no,no,0
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,18,universal,feel love,like when you really like somebody and care about them a lot,no,no,0
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,19,universal,feel guilty,like when you feel bad because you did something mean,no,no,0
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,20,universal,think about things,like when you have a thought or an idea about something,no,no,0
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,21,universal,feel pain,like when something hurts you,no,no,0
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,22,universal,feel happy,like when you feel good,no,no,0
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,23,universal,choose what to do,like when you decide between different things,no,no,0
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,24,universal add-on,have souls,[NONE],no,no,0
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,25,universal add-on,bleed if they touch something sharp,[NONE],no,no,0
Vanuatu,vt_children_095_rocks,female,8,LT,eratap school,universal,rocks,rocks,3,26,universal add-on,have minds,[NONE],no,no,0
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,1,universal,feel happy,like when you feel good,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,2,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,3,universal,feel tired,like when you feel sleepy,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,4,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,5,universal,feel shy,like when you feel quiet or embarrassed,no,no,0
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,6,universal,pray,like when you pray,no,no,0
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,7,universal,get angry,like when you feel mad,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,8,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,9,universal,feel guilty,like when you feel bad because you did something mean,no,no,0
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,10,universal,think about things,like when you have a thought or an idea about something,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,11,universal,figure out how to do things,like when you learn a new fact or understand something new,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,12,universal,feel sad,like when you feel bad or unhappy,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,13,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,14,universal,choose what to do,like when you decide between different things,no,no,0
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,15,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,16,universal,feel pain,like when something hurts you,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,17,universal,remember things,like when you remember something that happened before,no,no,0
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,18,universal,feel love,like when you really like somebody and care about them a lot,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,19,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,20,universal,sense when things are far away,like when you see that something is far away from you,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,21,universal,hear things,like when you hear a noise,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,22,universal,feel scared,like when you feel afraid,no,no,0
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,23,universal,feel proud,like when you feel really good about something you did,yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,24,universal add-on,bleed if they touch something sharp,[NONE],yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,25,universal add-on,have minds,[NONE],yes,yes,1
Vanuatu,vt_children_096_dogs,female,7,LT,matanvat village,universal,dogs,dogs,2,26,universal add-on,have souls,[NONE],yes,yes,1
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,1,universal,feel proud,like when you feel really good about something you did,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,2,universal,feel scared,like when you feel afraid,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,3,universal,hear things,like when you hear a noise,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,4,universal,sense when things are far away,like when you see that something is far away from you,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,5,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,6,universal,feel love,like when you really like somebody and care about them a lot,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,7,universal,remember things,like when you remember something that happened before,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,8,universal,feel pain,like when something hurts you,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,9,universal,smell things,"like when you can tell if something smells sweet, or rotten",no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,10,universal,choose what to do,like when you decide between different things,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,11,universal,sense temperatures,like when you can tell if something is warm or cool,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,12,universal,feel sad,like when you feel bad or unhappy,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,13,universal,figure out how to do things,like when you learn a new fact or understand something new,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,14,universal,think about things,like when you have a thought or an idea about something,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,15,universal,feel guilty,like when you feel bad because you did something mean,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,16,universal,"feel sick, like when you feel like you might vomit",[NONE],no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,17,universal,get angry,like when you feel mad,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,18,universal,pray,like when you pray,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,19,universal,feel shy,like when you feel quiet or embarrassed,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,20,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,21,universal,feel tired,like when you feel sleepy,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,22,universal,get hungry,like when you feel like you need to eat something,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,23,universal,feel happy,like when you feel good,no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,24,universal add-on,have souls,[NONE],no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,25,universal add-on,have minds,[NONE],no,no,0
Vanuatu,vt_children_097_cellphones,female,12,LT,matanvat village,universal,cellphones,cellphones,5,26,universal add-on,bleed if they touch something sharp,[NONE],no,no,0
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,1,universal,remember things,like when you remember something that happened before,no,no,0
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,2,universal,hear things,like when you hear a noise,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,3,universal,think about things,like when you have a thought or an idea about something,no,no,0
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,4,universal,choose what to do,like when you decide between different things,no,no,0
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,5,universal,feel guilty,like when you feel bad because you did something mean,no,no,0
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,6,universal,feel scared,like when you feel afraid,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,7,universal,feel shy,like when you feel quiet or embarrassed,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,8,universal,pray,like when you pray,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,9,universal,feel proud,like when you feel really good about something you did,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,10,universal,feel tired,like when you feel sleepy,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,11,universal,feel sad,like when you feel bad or unhappy,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,12,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,13,universal,feel pain,like when something hurts you,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,14,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,15,universal,get angry,like when you feel mad,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,16,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,17,universal,feel happy,like when you feel good,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,18,universal,sense when things are far away,like when you see that something is far away from you,no,no,0
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,19,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,20,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,21,universal,feel love,like when you really like somebody and care about them a lot,no,no,0
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,22,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,23,universal,figure out how to do things,like when you learn a new fact or understand something new,no,no,0
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,24,universal add-on,bleed if they touch something sharp,[NONE],yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,25,universal add-on,have minds,[NONE],yes,yes,1
Vanuatu,vt_children_098_chickens,female,8,LT,eratap school,universal,chickens,chickens,4,26,universal add-on,have souls,[NONE],no,no,0
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,1,universal,figure out how to do things,like when you learn a new fact or understand something new,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,2,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,3,universal,feel love,like when you really like somebody and care about them a lot,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,4,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,5,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,6,universal,sense when things are far away,like when you see that something is far away from you,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,7,universal,feel happy,like when you feel good,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,8,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,9,universal,get angry,like when you feel mad,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,10,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,11,universal,feel pain,like when something hurts you,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,12,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,13,universal,feel sad,like when you feel bad or unhappy,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,14,universal,feel tired,like when you feel sleepy,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,15,universal,feel proud,like when you feel really good about something you did,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,16,universal,pray,like when you pray,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,17,universal,feel shy,like when you feel quiet or embarrassed,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,18,universal,feel scared,like when you feel afraid,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,19,universal,feel guilty,like when you feel bad because you did something mean,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,20,universal,choose what to do,like when you decide between different things,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,21,universal,think about things,like when you have a thought or an idea about something,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,22,universal,hear things,like when you hear a noise,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,23,universal,remember things,like when you remember something that happened before,yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,24,universal add-on,bleed if they touch something sharp,[NONE],yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,25,universal add-on,have souls,[NONE],yes,yes,1
Vanuatu,vt_children_099_children,female,7,LT,eratap school,universal,children,children,1,26,universal add-on,have minds,[NONE],yes,yes,1
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,1,universal,choose what to do,like when you decide between different things,ating,kind of,0.5
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,2,universal,feel happy,like when you feel good,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,3,universal,feel pain,like when something hurts you,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,4,universal,think about things,like when you have a thought or an idea about something,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,5,universal,feel guilty,like when you feel bad because you did something mean,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,6,universal,feel love,like when you really like somebody and care about them a lot,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,7,universal,get hungry,like when you feel like you need to eat something,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,8,universal,hear things,like when you hear a noise,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,9,universal,pray,like when you pray,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,10,universal,smell things,"like when you can tell if something smells sweet, or rotten",no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,11,universal,sense when things are far away,like when you see that something is far away from you,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,12,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,13,universal,remember things,like when you remember something that happened before,yes,yes,1
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,14,universal,sense temperatures,like when you can tell if something is warm or cool,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,15,universal,feel scared,like when you feel afraid,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,16,universal,feel shy,like when you feel quiet or embarrassed,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,17,universal,figure out how to do things,like when you learn a new fact or understand something new,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,18,universal,feel sad,like when you feel bad or unhappy,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,19,universal,"feel sick, like when you feel like you might vomit",[NONE],no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,20,universal,feel proud,like when you feel really good about something you did,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,21,universal,get angry,like when you feel mad,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,22,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,yes,yes,1
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,23,universal,feel tired,like when you feel sleepy,no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,24,universal add-on,have minds,[NONE],no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,25,universal add-on,have souls,[NONE],no,no,0
Vanuatu,vt_children_100_cellphones,female,7,LT,eratap school,universal,cellphones,cellphones,6,26,universal add-on,bleed if they touch something sharp,[NONE],no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,1,universal,feel proud,like when you feel really good about something you did,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,2,universal,feel scared,like when you feel afraid,yes,yes,1
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,3,universal,hear things,like when you hear a noise,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,4,universal,sense when things are far away,like when you see that something is far away from you,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,5,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,yes,yes,1
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,6,universal,feel love,like when you really like somebody and care about them a lot,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,7,universal,remember things,like when you remember something that happened before,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,8,universal,feel pain,like when something hurts you,yes,yes,1
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,9,universal,smell things,"like when you can tell if something smells sweet, or rotten",no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,10,universal,choose what to do,like when you decide between different things,yes,yes,1
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,11,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,12,universal,feel sad,like when you feel bad or unhappy,yes,yes,1
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,13,universal,figure out how to do things,like when you learn a new fact or understand something new,yes,yes,1
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,14,universal,think about things,like when you have a thought or an idea about something,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,15,universal,feel guilty,like when you feel bad because you did something mean,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,16,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,17,universal,get angry,like when you feel mad,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,18,universal,pray,like when you pray,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,19,universal,feel shy,like when you feel quiet or embarrassed,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,20,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,21,universal,feel tired,like when you feel sleepy,no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,22,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,23,universal,feel happy,like when you feel good,yes,yes,1
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,24,universal add-on,have souls,[NONE],no,no,0
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,25,universal add-on,have minds,[NONE],yes,yes,1
Vanuatu,vt_children_101_rocks,female,NA,LT,moliu,universal,rocks,rocks,5,26,universal add-on,bleed if they touch something sharp,[NONE],no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,1,universal,remember things,like when you remember something that happened before,ating,kind of,0.5
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,2,universal,hear things,like when you hear a noise,no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,3,universal,think about things,like when you have a thought or an idea about something,yes,yes,1
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,4,universal,choose what to do,like when you decide between different things,yes,yes,1
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,5,universal,feel guilty,like when you feel bad because you did something mean,no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,6,universal,feel scared,like when you feel afraid,no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,7,universal,feel shy,like when you feel quiet or embarrassed,ating,kind of,0.5
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,8,universal,pray,like when you pray,no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,9,universal,feel proud,like when you feel really good about something you did,ating,kind of,0.5
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,10,universal,feel tired,like when you feel sleepy,no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,11,universal,feel sad,like when you feel bad or unhappy,no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,12,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,13,universal,feel pain,like when something hurts you,yes,yes,1
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,14,universal,"feel sick, like when you feel like you might vomit",[NONE],no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,15,universal,get angry,like when you feel mad,yes,yes,1
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,16,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,17,universal,feel happy,like when you feel good,ating,kind of,0.5
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,18,universal,sense when things are far away,like when you see that something is far away from you,no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,19,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,20,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,21,universal,feel love,like when you really like somebody and care about them a lot,no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,22,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0
Vanuatu,vt_children_102_beetles,male,7,LT,eratap school,universal,beetles,beetles,4,23,universal,figure out how to do things,like when you learn a new fact or understand something new,ating,kind of,0.5
